title,artist,tempo,energy,danceability,loudness,valence
Love Of My Life - Remastered 2011,Queen,79,18,33,-12,26
Shine On You Crazy Diamond (Pts. 1-5),Pink Floyd,138,29,27,-12,4
Born to Run,Bruce Springsteen,146,94,27,-4,61
Kashmir - 1990 Remaster,Led Zeppelin,81,54,48,-11,58
"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers,78,68,66,-9,59
One of These Nights - 2013 Remaster,Eagles,110,61,66,-10,77
Mamma Mia,ABBA,138,75,75,-7,83
Landslide,Fleetwood Mac,159,16,41,-22,42
Thunder Road,Bruce Springsteen,141,76,37,-6,66
I'm Not In Love,10cc,134,52,40,-16,16
Rhiannon,Fleetwood Mac,129,49,72,-15,80
Lyin' Eyes - 2013 Remaster,Eagles,133,67,67,-10,87
You're My Best Friend - Remastered 2011,Queen,119,76,52,-7,58
Jungleland,Bruce Springsteen,134,58,30,-6,18
Love Hurts,Nazareth,80,33,49,-12,14
Down Down,Status Quo,90,90,47,-7,21
Sailing,Rod Stewart,129,37,43,-10,19
39 - 2011 Mix,Queen,102,58,52,-10,34
Calypso,John Denver,180,43,22,-9,50
50 Ways to Leave Your Lover,Paul Simon,102,37,82,-13,29
It's A Long Way There - 2010 Digital Remaster,Little River Band,89,59,39,-11,30
Crazy On You,Heart,130,46,43,-12,38
Wij Zullen Doorgaan - 1975 Single Version,Ramses Shaffy,81,25,25,-17,32
Make Me Smile (Come up and See Me) - 2014 Remaster,Steve Harley,141,82,57,-8,77
House For Sale,Lucifer,128,49,38,-9,20
S.O.S.,ABBA,125,70,42,-6,56
Nights On Broadway,Bee Gees,89,64,57,-9,61
At Seventeen - Remastered,Janis Ian,125,27,62,-17,34
Take It to the Limit - 2013 Remaster,Eagles,91,42,44,-9,45
Fame - 2016 Remaster,David Bowie,95,56,79,-10,67
Sex Machine - Pt. 1 & 2,James Brown,106,96,68,-6,61
Show Me The Way,Peter Frampton,130,73,70,-8,64
Meeting Across the River,Bruce Springsteen,105,29,46,-10,26
Love Is The Drug,Roxy Music,125,76,84,-5,60
Still Crazy After All These Years,Paul Simon,37,25,27,-12,13
Hotel California - 2013 Remaster,Eagles,147,51,58,-9,61
Somebody To Love - 2011 Mix,Queen,112,69,50,-7,36
Dancing Queen,ABBA,101,88,54,-7,75
The Last Resort - 2013 Remaster,Eagles,126,28,55,-11,30
Hurricane,Bob Dylan,136,83,51,-8,74
More Than a Feeling,Boston,109,68,38,-8,29
(Don't Fear) The Reaper,Blue Öyster Cult,141,93,33,-9,38
New Kid in Town - 2013 Remaster,Eagles,107,43,65,-10,65
If You Leave Me Now,Chicago,104,56,43,-7,28
Wild Is the Wind - 2016 Remaster,David Bowie,98,58,52,-13,49
Tie Your Mother Down - Remastered 2011,Queen,135,89,33,-6,16
Fernando,ABBA,111,53,35,-9,47
"Knowing Me, Knowing You",ABBA,107,74,55,-7,90
Fool To Cry - Remastered 2009,The Rolling Stones,68,45,44,-7,24
Carry on Wayward Son,Kansas,127,79,48,-6,79
New York State of Mind,Billy Joel,121,37,51,-9,20
Golden Years - 2016 Remaster,David Bowie,108,70,68,-10,93
Isn't She Lovely,Stevie Wonder,119,83,48,-7,82
I Wish,Stevie Wonder,106,72,82,-10,89
Tom Traubert's Blues (Four Sheets To The Wind In Copenhagen),Tom Waits,135,28,30,-13,33
The Boys Are Back In Town,Thin Lizzy,81,71,45,-10,77
Livin' Thing,Electric Light Orchestra,123,65,55,-7,37
Sir Duke,Stevie Wonder,107,57,59,-10,95
Blitzkrieg Bop - 2016 Remaster,Ramones,177,78,39,-3,90
Fly Like An Eagle,Steve Miller Band,100,75,56,-13,64
Blinded By The Light,Manfred Mann's Earth Band,142,70,46,-10,51
Cocaine,J.J. Cale,104,41,79,-15,39
The Ballroom Blitz,Sweet,109,88,62,-7,83
"Money, Money, Money",ABBA,121,69,78,-7,70
Wasted Time - 2013 Remaster,Eagles,118,17,43,-11,14
Theme From Mahogany (Do You Know Where You're Going To) - Single Version,Diana Ross,140,42,32,-11,29
Heroes - 2017 Remaster,David Bowie,112,76,49,-6,44
Paradise By the Dashboard Light,Meat Loaf,173,87,33,-8,49
Go Your Own Way - 2004 Remaster,Fleetwood Mac,135,94,59,-5,83
Mr. Blue Sky,Electric Light Orchestra,178,34,39,-10,48
Fool's Overture,Supertramp,135,31,41,-10,7
Whole Lotta Rosie,AC/DC,159,84,29,-4,42
We Will Rock You - Remastered,Queen,81,50,69,-7,47
The Chain - 2004 Remaster,Fleetwood Mac,152,67,55,-9,48
Three Little Birds,Bob Marley & The Wailers,148,48,81,-10,62
We Are The Champions - Remastered 2011,Queen,64,46,27,-7,17
She's Always a Woman,Billy Joel,177,32,29,-12,38
Worn Down Piano,The Mark & Clark Band,112,71,37,-10,32
Dust in the Wind,Kansas,94,32,48,-11,39
Bat Out of Hell,Meat Loaf,172,84,20,-8,39
Solsbury Hill,Peter Gabriel,102,63,68,-9,48
Thank You For The Music,ABBA,200,42,29,-9,35
Wonderful Tonight,Eric Clapton,96,21,57,-16,49
Lust For Life,Iggy Pop,104,97,39,-6,69
She's Not There,Santana,130,70,48,-8,83
Stayin' Alive,Bee Gees,104,54,71,-20,64
Psycho Killer - 2005 Remaster,Talking Heads,123,52,72,-8,94
Fantasy,"Earth, Wind & Fire",89,75,61,-9,61
Songbird - 2004 Remaster,Fleetwood Mac,184,9,39,-15,36
Let There Be Rock,AC/DC,91,73,49,-6,43
Don't Stop - 2004 Remaster,Fleetwood Mac,119,72,67,-8,83
I Feel Love,Donna Summer,127,71,67,-16,96
The Passenger,Iggy Pop,135,89,50,-5,70
Het Werd Zomer,Rob De Nijs,133,43,39,-11,40
Take A Chance On Me,ABBA,107,69,69,-8,93
Give A Little Bit,Supertramp,91,82,53,-5,47
Sound and Vision - 2017 Remaster,David Bowie,106,80,67,-9,76
Spread Your Wings - 2011 Mix,Queen,175,66,39,-6,46
You Took The Words Right Out of My Mouth (Hot Summer Night),Meat Loaf,125,68,46,-9,68
Two Out of Three Ain't Bad,Meat Loaf,80,48,59,-9,49
Barracuda,Heart,137,69,55,-14,67
One Love / People Get Ready - Medley,Bob Marley & The Wailers,76,52,73,-10,95
Cold as Ice,Foreigner,133,49,52,-12,47
The Name Of The Game,ABBA,77,56,66,-9,62
Mannish Boy,Muddy Waters,111,74,60,-11,62
I Want You to Want Me,Cheap Trick,93,46,81,-13,74
Scenes from an Italian Restaurant,Billy Joel,98,93,42,-5,34
God Save the Queen,Sex Pistols,148,91,27,-5,48
La vie en rose,Grace Jones,177,48,65,-16,80
Spanish Stroll,Mink DeVille,129,45,75,-15,95
Le Freak - 2018 Remaster,CHIC,119,64,91,-11,90
Lovely Day,Bill Withers,98,65,69,-8,71
Isn't It Time,The Babys,117,93,52,-7,31
Anarchy in the U.K.,Sex Pistols,134,98,32,-4,17
You Make Loving Fun - 2004 Remaster,Fleetwood Mac,127,60,62,-9,86
Sultans of Swing,Dire Straits,148,87,73,-7,92
Don't Stop Me Now - 2011 Mix,Queen,156,87,56,-5,60
Laat Me,Ramses Shaffy,102,33,34,-14,35
Wuthering Heights,Kate Bush,125,39,48,-11,52
Saturday Night,Herman Brood & His Wild Romance,92,61,63,-7,55
Roxanne,The Police,134,75,62,-9,66
Hold the Line,TOTO,96,70,49,-12,78
The Man with the Child in His Eyes,Kate Bush,90,26,25,-11,20
Badlands,Bruce Springsteen,123,78,61,-8,85
Baker Street,Gerry Rafferty,114,35,50,-14,42
Dreadlock Holiday,10cc,105,38,84,-13,89
Fat Bottomed Girls - Single Version,Queen,88,69,43,-8,52
Runnin' with the Devil - 2015 Remaster,Van Halen,96,90,47,-6,42
Bicycle Race - Remastered 2011,Queen,83,67,43,-6,61
Follow You Follow Me - 2007 Remaster,Genesis,93,72,53,-10,76
So Lonely,The Police,77,57,54,-8,73
How You Gonna See Me Now,Alice Cooper,137,34,54,-14,30
Miss You - Remastered,The Rolling Stones,110,71,80,-5,85
"Stir It Up - Live At The Pavillon De Paris, 1977",Bob Marley & The Wailers,91,82,67,-7,80
Is This Love,Bob Marley & The Wailers,122,56,78,-8,76
Because the Night,Patti Smith,123,80,44,-5,52
What a Fool Believes,The Doobie Brothers,121,38,76,-15,99
Still Believe,Herman Brood & His Wild Romance,95,85,60,-8,64
Rivers of Babylon,Boney M.,115,85,73,-7,74
Don't Look Back,Boston,122,72,36,-10,47
Beast Of Burden - Remastered,The Rolling Stones,101,88,78,-4,89
Honesty,Billy Joel,135,27,55,-15,21
Born to Be Alive - Original Mix 79,Patrick Hernandez,131,87,70,-6,81
Fire,The Pointer Sisters,118,62,65,-9,64
You Don't Bring Me Flowers,Neil Diamond,67,12,16,-18,24
Water of Love,Dire Straits,121,57,80,-13,96
Comfortably Numb,Pink Floyd,127,37,47,-13,17
Highway to Hell,AC/DC,116,91,57,-5,42
"Another Brick in the Wall, Pt. 2",Pink Floyd,104,39,69,-16,72
The Rose,Bette Midler,134,23,35,-10,18
The Logical Song - Remastered 2010,Supertramp,120,76,63,-6,70
I Was Made For Lovin' You,KISS,128,85,77,-6,87
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,120,49,75,-10,53
Message In A Bottle,The Police,151,81,58,-7,87
Hey You,Pink Floyd,112,30,59,-15,19
One Step Beyond,Madness,155,94,48,-5,94
Chiquitita,ABBA,84,56,53,-8,38
Does Your Mother Know,ABBA,136,86,72,-6,97
Bright Eyes,Art Garfunkel,113,21,38,-16,21
Take The Long Way Home - 2010 Remastered,Supertramp,77,70,41,-9,37
Breakfast In America - Remastered,Supertramp,75,66,53,-6,76
I Have A Dream,ABBA,104,37,55,-12,46
Boogie Wonderland,"Earth, Wind & Fire",132,76,80,-11,96
Boys Don't Cry - Single Version,The Cure,169,84,47,-6,69
Voulez-Vous,ABBA,127,78,71,-7,91
September Morn,Neil Diamond,129,23,42,-17,20
MacArthur Park - Single Version,Donna Summer,131,67,58,-12,45
Don't Stop 'Til You Get Enough - Single Version,Michael Jackson,119,82,88,-10,95
London Calling - Remastered,The Clash,134,80,65,-7,78
Night Boat to Cairo,Madness,156,97,31,-5,60
Goodbye Stranger - 2010 Remastered,Supertramp,125,67,42,-7,34
Walking On The Moon,The Police,146,34,51,-13,27
Don't Bring Me Down,Electric Light Orchestra,116,87,64,-6,81
Tragedy,Bee Gees,118,53,67,-11,81
Off the Wall,Michael Jackson,119,60,83,-14,92
The Worker,Fischer-Z,82,52,48,-16,90
Sure Know Something,KISS,115,73,71,-6,93
Relight My Fire - Single Version,Dan Hartman,120,66,79,-11,87
Weekend Love,Golden Earring,167,74,49,-6,46
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,106,68,63,-6,70
Rock with You - Single Version,Michael Jackson,114,54,81,-13,85
Weekend,Earth & Fire,122,57,87,-11,56
Dancin' Fool,Frank Zappa,133,64,55,-9,55
We Belong to the Night,Ellen Foley,101,75,36,-9,42
Sausolito Summernight - Digitally Remastered 2017,Diesel,125,93,62,-6,55
The River,Bruce Springsteen,117,54,59,-11,59
A Forest - Remastered Version,The Cure,81,62,63,-11,42
The Winner Takes It All,ABBA,127,79,46,-7,52
Ace of Spades,Motörhead,140,98,32,-7,23
Another One Bites The Dust - Remastered 2011,Queen,110,53,93,-6,76
Back In Black,AC/DC,188,70,31,-6,76
Romeo and Juliet,Dire Straits,87,57,60,-8,49
Redemption Song,Bob Marley & The Wailers,116,26,67,-11,69
You Shook Me All Night Long,AC/DC,127,77,53,-6,76
Crazy Little Thing Called Love - Remastered 2011,Queen,77,76,60,-7,72
Lay All Your Love On Me,ABBA,133,72,68,-8,77
Long Blond Animal,Golden Earring,169,70,44,-8,78
Think,The Blues Brothers,129,84,65,-6,71
Once in a Lifetime - 2005 Remaster,Talking Heads,117,92,64,-6,87
The Turn of a Friendly Card,The Alan Parsons Project,151,32,38,-15,41
So Long,Fischer-Z,127,38,56,-15,89
Tunnel of Love (Intro: The Carousel Waltz),Dire Straits,137,69,49,-11,56
Happy New Year,ABBA,133,38,51,-9,26
Ashes to Ashes - 2017 Remaster,David Bowie,120,74,71,-11,87
Foto Van Vroeger,Rob De Nijs,178,29,30,-16,14
Could You Be Loved,Bob Marley & The Wailers,103,72,92,-9,76
9 to 5,Dolly Parton,105,78,55,-6,81
Everybody Needs Somebody to Love,The Blues Brothers,194,93,49,-4,92
Super Trouper,ABBA,118,63,76,-8,96
Save Me - Remastered 2011,Queen,82,45,51,-7,33
Keep on Loving You,REO Speedwagon,175,72,31,-6,41
Woman in Love,Barbra Streisand,170,28,47,-16,33
The Spirit Of Radio,Rush,136,92,37,-7,63
Baggy Trousers,Madness,145,89,64,-5,94
Hungry Heart,Bruce Springsteen,110,89,64,-7,97
Guilty (feat. Barry Gibb),Barbra Streisand,151,43,63,-16,95
Biko,Peter Gabriel,179,36,53,-11,17
Food For Thought,UB40,131,53,87,-13,96
Late in the Evening,Paul Simon,119,88,72,-9,96
Enola Gay - Remastered,Orchestral Manoeuvres In The Dark,143,76,56,-7,93
Master Blaster (Jammin'),Stevie Wonder,131,42,88,-15,97
Don't Stand So Close To Me,The Police,140,51,80,-9,52
Wish You Were Here,Pink Floyd,121,32,50,-14,28
In The Air Tonight - 2015 Remastered,Phil Collins,190,24,45,-14,30
Don't Stop Believin',Journey,119,75,50,-9,51
The Day Before You Came,ABBA,108,39,80,-15,74
Golden Brown,The Stranglers,94,38,56,-15,60
Every Little Thing She Does Is Magic,The Police,82,77,56,-10,43
Start Me Up - Remastered,The Rolling Stones,122,93,63,-4,97
One Of Us,ABBA,82,40,65,-15,86
Waiting On A Friend - Remastered 2009,The Rolling Stones,117,79,61,-6,91
Tainted Love,Soft Cell,145,51,52,-8,65
Memory,Barbra Streisand,76,24,18,-15,12
Everytime I Think of You - 2000 Remaster,The Babys,121,73,40,-6,49
Don't You Want Me,The Human League,118,74,73,-8,96
I'll Find My Way Home - Remastered,Jon & Vangelis,172,60,53,-10,71
Je Loog Tegen Mij,Drukwerk,79,35,62,-14,66
Africa,TOTO,93,37,67,-18,73
Telegraph Road,Dire Straits,125,59,38,-10,28
Under Pressure - Remastered,Queen,114,71,67,-8,47
Old and Wise,The Alan Parsons Project,112,32,38,-12,12
Private Investigations,Dire Straits,84,10,55,-20,7
Billie Jean,Michael Jackson,117,65,92,-3,85
Run to the Hills - 2015 Remaster,Iron Maiden,174,94,25,-5,46
Twilight Zone,Golden Earring,119,76,66,-7,54
Eye In The Sky,The Alan Parsons Project,112,42,82,-13,52
Rosanna,TOTO,78,51,38,-13,74
Is She Really Going Out With Him? - Live,Joe Jackson,111,42,56,-8,45
Bloedend Hart,De Dijk,115,60,62,-8,58
Belgie ... (Is Er Leven Op Pluto ...),Het Goede Doel,141,66,58,-14,66
1999,Prince,119,73,87,-8,63
Islands In the Stream,Dolly Parton,204,41,62,-12,74
Real Men,Joe Jackson,114,19,69,-19,32
Come On Eileen,Dexys Midnight Runners,107,66,45,-7,78
Kristallnaach,BAP,159,57,35,-14,44
State of Independence,Donna Summer,170,70,75,-9,87
You Can't Hurry Love - 2016 Remaster,Phil Collins,98,94,62,-5,76
Burning Heart,Vandenberg,125,55,44,-10,49
Sexual Healing,Marvin Gaye,94,60,81,-10,75
Vriendschap,Het Goede Doel,170,35,56,-14,72
Human Nature,Michael Jackson,93,51,62,-10,69
Save a Prayer - 2009 Remaster,Duran Duran,114,71,57,-9,67
Should I Stay or Should I Go - Remastered,The Clash,113,83,74,-6,82
P.Y.T. (Pretty Young Thing),Michael Jackson,127,82,89,-5,96
Wanna Be Startin' Somethin',Michael Jackson,122,92,85,-4,90
It's Raining Again,Supertramp,121,67,60,-7,56
Steppin' Out,Joe Jackson,159,54,58,-8,55
A Slow Song,Joe Jackson,176,26,31,-19,19
Sunday Bloody Sunday - Remastered 2008,U2,101,94,54,-7,74
Every Breath You Take,The Police,117,45,82,-10,74
Mama - 2007 Remaster,Genesis,83,88,56,-9,67
99 Luftballons,Nena,95,56,57,-7,50
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,125,71,69,-7,88
I'm Still Standing,Elton John,177,90,50,-7,77
Let's Dance - 2018 Remaster,David Bowie,115,74,65,-7,63
China Girl - 2002 Remaster,David Bowie,134,63,65,-10,87
Owner of a Lonely Heart,Yes,125,80,74,-6,89
Waterfront - 2002 Remaster,Simple Minds,120,79,54,-6,48
Just Can't Get Enough (Live in Hammersmith) - 2018 Remaster,Depeche Mode,127,96,65,-11,94
Message To My Girl,Split Enz,105,40,61,-15,71
Pride and Joy,Stevie Ray Vaughan,127,63,43,-12,74
Uptown Girl,Billy Joel,129,94,70,-3,79
Nescio,Nits,127,52,55,-13,60
Uncertain Smile,The The,143,76,60,-12,84
Home by the Sea - 2007 Remaster,Genesis,129,72,60,-8,56
Theme from Harry's Game,Clannad,132,7,19,-24,4
Nur geträumt,Nena,177,80,54,-9,89
Gloria - Live,U2,147,95,26,-6,61
Here Comes the Rain Again - Remastered Version,Eurythmics,126,76,65,-8,61
Girls Just Want to Have Fun,Cyndi Lauper,120,80,71,-5,73
Club Tropicana,Wham!,117,71,66,-9,81
Papa Can You Hear Me?,Barbra Streisand,90,14,27,-16,13
Karma Chameleon - Remastered,Culture Club,92,73,67,-7,89
Buffalo Soldier,Bob Marley & The Wailers,124,46,93,-9,76
Beast of Burden,Bette Midler,105,79,58,-7,91
Purple Rain,Prince,113,45,37,-10,19
When The Lady Smiles,Golden Earring,132,82,70,-7,83
Summer Of '69,Bryan Adams,139,83,51,-6,77
Radio Ga Ga - 2011 Mix,Queen,112,50,74,-8,66
The Unforgettable Fire - Remastered 2009,U2,137,74,43,-9,23
Bad - Remastered 2009,U2,99,68,37,-9,34
I'm On Fire,Bruce Springsteen,89,45,62,-14,87
Pride (In The Name Of Love) - Remastered 2009,U2,106,84,46,-7,71
Fade To Black (Remastered),Metallica,113,93,26,-7,28
Dancing In the Dark,Bruce Springsteen,149,94,53,-6,50
Forever Young,Alphaville,137,48,49,-9,33
When Doves Cry,Prince,126,99,73,-5,84
I Want to Know What Love Is - 1999 Remaster,Foreigner,81,47,48,-10,42
Born in the U.S.A.,Bruce Springsteen,122,95,40,-6,58
Vienna,Ultravox,81,61,58,-10,46
My Hometown,Bruce Springsteen,117,34,65,-12,39
Slippery People - Live,Talking Heads,111,85,64,-8,84
The Power Of Love,Frankie Goes To Hollywood,123,16,46,-17,10
The Boys Of Summer,Don Henley,177,55,52,-14,91
Private Dancer - 2015 Remaster,Tina Turner,115,57,59,-10,47
Easy Lover,Philip Bailey,129,92,74,-5,93
Be My Number Two,Joe Jackson,110,31,40,-10,28
Tinseltown in the Rain,The Blue Nile,118,82,78,-7,91
Glory Days,Bruce Springsteen,117,96,57,-5,98
It's My Life - 1997 Remaster,Talk Talk,126,80,63,-8,87
Heaven,Bryan Adams,140,59,38,-7,34
Smalltown Boy,Bronski Beat,135,58,69,-11,94
I Would Die 4 U,Prince,135,75,73,-10,64
Thank God It's Christmas - 2011 Remaster,Queen,86,42,30,-9,33
Let's Go Crazy,Prince,196,93,31,-6,38
Wake Me up Before You Go-Go,Wham!,82,57,62,-12,90
You'll Never Walk Alone,Lee Towers,79,27,34,-16,14
Run To You,Bryan Adams,127,81,56,-6,64
Perhaps Love,John Denver,81,25,39,-11,20
Don't Answer Me,The Alan Parsons Project,115,78,62,-9,63
Nightporter,Japan,110,8,52,-20,10
Big in Japan,Alphaville,98,41,75,-15,24
Relax,Frankie Goes To Hollywood,115,70,68,-13,69
Two Tribes,Frankie Goes To Hollywood,130,62,54,-13,20
Dancing with Tears in My Eyes,Ultravox,144,91,59,-8,93
That Was Yesterday,Foreigner,115,68,43,-7,51
How Soon Is Now? - 2011 Remaster,The Smiths,191,93,40,-7,73
No Surrender,Bruce Springsteen,154,95,35,-5,86
Brothers in Arms,Dire Straits,79,44,22,-9,13
Jeanny,Falco,106,66,65,-10,45
Money for Nothing,Dire Straits,134,66,67,-9,66
Kronenburg Park,Frank Boeijen Groep,90,55,50,-13,45
Walk of Life,Dire Straits,172,94,46,-7,80
Take on Me,a-ha,84,90,57,-8,88
Groot Hart,De Dijk,129,46,78,-14,66
Alive And Kicking,Simple Minds,103,91,57,-4,56
Holding Back the Years - 2008 Remaster,Simply Red,86,51,71,-9,52
Running Up That Hill (A Deal With God),Kate Bush,108,55,63,-13,20
Cloudbusting,Kate Bush,113,25,68,-17,81
Binnen Zonder Kloppen,De Dijk,117,47,73,-13,58
Nikita,Elton John,87,66,63,-9,75
Everybody Wants To Rule The World,Tears For Fears,112,80,65,-12,54
Eye of the Tiger,Survivor,109,60,82,-9,55
Russians,Sting,116,28,44,-18,20
Dancing in the Street - 2002 Remaster,David Bowie,131,82,60,-14,74
Raspberry Beret,Prince,121,67,76,-13,91
Your Latest Trick,Dire Straits,123,41,70,-14,26
Road to Nowhere,Talking Heads,110,71,66,-8,63
Why Worry,Dire Straits,94,13,60,-21,11
Close to Me - Remastered,The Cure,185,52,73,-11,96
So Far Away,Dire Straits,114,46,69,-12,70
Broken Wings,Mr. Mister,99,50,29,-14,44
Shout,Tears For Fears,98,94,51,-10,50
Josephine,Chris Rea,110,47,66,-16,66
Greatest Love of All,Whitney Houston,131,31,50,-16,25
In Between Days - 2006 Remaster,The Cure,143,83,54,-6,71
I Got You Babe,UB40,174,61,76,-13,86
Moon Over Bourbon Street,Sting,125,6,41,-22,18
We Are The World,U.S.A. For Africa,73,45,53,-15,29
Out In The Fields,Gary Moore,180,95,44,-8,36
Hunting High and Low,a-ha,117,67,60,-8,30
Take Me Home - 2016 Remaster,Phil Collins,119,81,62,-8,58
Master of Puppets (Remastered),Metallica,105,83,54,-9,56
Angel Of Death,Slayer,90,100,28,-4,10
Livin' On A Prayer,Bon Jovi,123,89,53,-4,80
Graceland,Paul Simon,118,71,73,-9,85
Don't Give Up - 2012 Remaster,Peter Gabriel,161,26,54,-16,36
Sometimes It Snows in April,Prince,104,6,49,-24,6
A Kind Of Magic - Remastered 2011,Queen,130,78,67,-6,70
The Final Countdown,Europe,118,84,54,-7,19
De Verzoening,Frank Boeijen Groep,101,31,61,-15,28
I Want You,Elvis Costello & The Attractions,123,13,50,-18,21
You Can Call Me Al,Paul Simon,128,76,78,-8,82
Don't Dream It's Over,Crowded House,82,42,44,-17,55
Land of Confusion - 2007 Remaster,Genesis,115,91,63,-7,81
Life's What You Make It - 1997 Remaster,Talk Talk,92,80,53,-8,94
There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,136,77,52,-6,88
You Give Love A Bad Name,Bon Jovi,123,96,54,-3,81
The Lady In Red,Chris de Burgh,77,29,55,-17,49
One Vision - Remastered 2011,Queen,120,92,46,-7,33
Diamonds on the Soles of Her Shoes,Paul Simon,111,68,79,-10,88
Absolute Beginners - 2002 Remaster,David Bowie,114,77,56,-9,43
Friends Will Be Friends - Remastered 2011,Queen,75,53,44,-8,35
Kiss,Prince,111,27,90,-12,74
In A Lifetime,Clannad,134,38,44,-16,30
Wanted Dead Or Alive,Bon Jovi,150,80,25,-4,25
Bigmouth Strikes Again - 2011 Remaster,The Smiths,135,90,40,-5,84
Anne,Herman van Veen,115,8,67,-27,28
You Can Leave Your Hat On,Joe Cocker,174,54,65,-13,90
Living in Another World - 1997 Remaster,Talk Talk,111,86,56,-8,94
"Fire - Live at the Winterland, San Francisco, CA - December 1978",Bruce Springsteen,120,32,43,-21,52
Sledgehammer - 2012 Remaster,Peter Gabriel,96,68,64,-8,47
Don't Leave Me This Way (with Sarah Jane Morris),The Communards,132,93,64,-6,90
The Way It Is,Bruce Hornsby,111,69,58,-12,53
Walk This Way (feat. Aerosmith),Run–D.M.C.,106,58,76,-13,94
I'll Be Over You,TOTO,82,28,52,-18,41
Why Can't This Be Love,Van Halen,88,63,53,-13,75
In Your Eyes - 2012 Remaster,Peter Gabriel,89,65,62,-9,63
Fight For Your Right,Beastie Boys,134,86,50,-6,42
Homeless (with Ladysmith Black Mambazo),Paul Simon,91,27,40,-16,29
Live to Tell,Madonna,110,31,67,-14,27
West End Girls - 2001 Remaster,Pet Shop Boys,113,95,65,-7,61
Invisible Touch - 2007 Remaster,Genesis,131,88,66,-6,84
Over De Muur,Klein Orkest,96,32,61,-15,29
Sweet Child O' Mine,Guns N' Roses,125,95,45,-5,62
With Or Without You - Remastered,U2,110,43,54,-12,11
Where The Streets Have No Name - Remastered,U2,126,72,49,-10,29
I Still Haven't Found What I'm Looking For,U2,101,77,56,-9,66
Paradise City,Guns N' Roses,100,98,27,-6,40
Fragile,Sting,82,20,32,-21,29
Englishman In New York,Sting,102,35,67,-18,65
Troy,Sinéad O'Connor,116,31,32,-9,18
Welcome To The Jungle,Guns N' Roses,124,99,45,-4,32
Tougher Than the Rest,Bruce Springsteen,99,51,60,-11,60
Smooth Criminal - 2012 Remaster,Michael Jackson,118,98,85,-4,60
Patience,Guns N' Roses,120,30,46,-13,33
Everywhere - 2017 Remaster,Fleetwood Mac,115,49,73,-11,73
I Will Follow - Live,U2,140,90,23,-7,49
Alone,Heart,175,45,42,-13,17
Sign 'O' the Times,Prince,198,52,70,-7,55
In the Dutch Mountains,Nits,85,50,42,-11,27
Never Tear Us Apart,INXS,97,69,67,-6,28
Here I Go Again - 2018 Remaster,Whitesnake,90,82,29,-7,24
Liefde Van Later,Herman van Veen,121,8,50,-22,13
Unchain My Heart,Joe Cocker,118,67,75,-13,70
"Non, je ne regrette rien",Édith Piaf,87,35,39,-7,44
Never Gonna Give You Up,Rick Astley,113,94,73,-12,92
Running To Stand Still,U2,95,20,54,-19,23
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,119,82,71,-9,87
Have A Little Faith In Me,John Hiatt,156,41,45,-11,32
Suzanne,Herman van Veen,129,16,63,-21,18
The Way You Make Me Feel - 2012 Remaster,Michael Jackson,114,85,88,-5,54
The One I Love - Remastered,R.E.M.,128,84,49,-5,56
Bad - 2012 Remaster,Michael Jackson,114,89,79,-4,39
Apache,The Shadows,134,45,60,-13,78
The Cross,Prince,99,64,44,-7,25
Luka,Suzanne Vega,125,70,63,-11,80
Seven Wonders - 2017 Remaster,Fleetwood Mac,119,63,71,-10,63
Lessons In Love,Level 42,113,84,71,-8,86
Brilliant Disguise,Bruce Springsteen,126,73,70,-12,95
It's a Sin - 2001 Remaster,Pet Shop Boys,127,86,54,-6,29
Bullet The Blue Sky,U2,153,64,36,-10,45
Wonderful Life,Black,106,52,72,-12,82
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,206,89,38,-9,80
Is This Love - 2018 Remaster,Whitesnake,180,76,26,-7,43
Laat Mij Maar Alleen,Klein Orkest,153,74,45,-10,94
You Win Again,Bee Gees,169,83,55,-11,91
Liberian Girl - 2012 Remastered Version,Michael Jackson,105,55,75,-7,45
Winter in Hamburg,Frank Boeijen Groep,125,47,60,-14,53
One (Remastered),Metallica,103,69,44,-9,43
Fast Car,Tracy Chapman,104,29,71,-16,19
Dreams,Fleetwood Mac,120,34,82,-16,79
Sara,Fleetwood Mac,127,39,74,-17,59
Stop Loving You,TOTO,102,65,56,-13,60
Can I Play with Madness - 2015 Remaster,Iron Maiden,141,98,31,-3,63
Tonight (With David Bowie) - Live,Tina Turner,102,72,59,-13,72
Tusk,Fleetwood Mac,181,62,61,-17,96
Maid Of Orleans,Orchestral Manoeuvres In The Dark,110,53,52,-14,35
Like The Way I Do,Melissa Etheridge,101,84,60,-13,64
Zwart Wit,Frank Boeijen Groep,132,63,55,-12,79
All I Want Is You,U2,186,44,24,-11,40
Take This Waltz,Leonard Cohen,142,18,44,-16,35
Musica è,Eros Ramazzotti,125,28,53,-14,6
When Love Comes To Town,U2,116,67,65,-11,59
Ich bin wie du,Marianne Rosenberg,129,74,48,-10,60
Pamela,TOTO,98,41,58,-16,53
